,preco_focco_id,cod_item,cod_preven,tabela_descricao,produto,modulacao,comp_modulo,prof_produto,alt_modulo,tipo_acab,embalagem,base_pe,faixa,resp,formula,preco
144328,12288506,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.40M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.40M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,2242.0
144329,12288504,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.40M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.40M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,2342.0
144330,12288503,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.40M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.40M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144331,12288501,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.40M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.40M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144332,12288500,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.40M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.40M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144333,12288498,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.40M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.40M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144334,12288497,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,2504.0
144335,12288495,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,2604.0
144336,12288494,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2888.0
144337,12288492,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2988.0
144338,12288490,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2888.0
144339,12288489,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2988.0
144340,12288487,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,2242.0
144341,12288486,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,2342.0
144342,12288484,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144343,12288483,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144344,12288481,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144345,12288480,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144346,12288478,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,2242.0
144347,12288477,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,2342.0
144348,12288475,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144349,12288474,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144350,12288472,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144351,12288471,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144352,12288469,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,2242.0
144353,12288468,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,2342.0
144354,12288467,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144355,12288465,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144356,12288463,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144357,12288462,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144358,12288460,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,2242.0
144359,12288459,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,2342.0
144360,12288457,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144361,12288456,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144362,12288454,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144363,12288453,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.35M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144364,12288589,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,2504.0
144365,12288588,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,2604.0
144366,12288586,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2888.0
144367,12288585,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2988.0
144368,12288583,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2888.0
144369,12288582,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2988.0
144370,12288580,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,2242.0
144371,12288578,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,2342.0
144372,12288577,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2502.0
144373,12288575,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
144374,12288572,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.50M,0.50M,0.50M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.50M|PROF_PRODUTO:0.50M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2602.0
