timestamp,cod_preven,empresa_focco,acao,preco_focco_id,produto,campo,valor_antes,valor_depois,status
20260707_143941,155,1,UPDATE,12045437,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045439,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045443,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045445,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045448,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045450,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045453,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045456,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045459,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045462,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045464,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045467,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045470,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045472,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045476,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045478,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045481,PITESTI 25,qtde_tec,21.0,21.3406,PLANEJADO
20260707_143941,155,1,UPDATE,12045484,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045486,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045489,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045491,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045493,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045497,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045500,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045502,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045504,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045508,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045511,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045513,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045515,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045518,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045520,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
20260707_143941,155,1,UPDATE,12045523,PITESTI 25,qtde_tec,22.0,22.1677,PLANEJADO
